topic,count
"سهيل وهيفاء يعيشان في محمية ""بوهدمة""، يواجهان صعوبات يومية في سبيل تحقيق حلمهما بتطوير المحمية والحفاظ على حيوانات مهددة بالانقراض. يخصصان وقتهما لجولات شاقة، مراقبة الكاميرات، واستقبال الزوار. قصتهما تروي رحلة ملهمة للبقاء والتغيير، مشاركين في دورات تدريبية ومحاولين جاهدين لجعل المحمية مكانًا مستدامًا ومفيدًا للمجتمع المحلي، بالإضافة إلى إنشاء مركز تخييم للزائرين",1
ضمن سلسلة ترصد ملامح عقد التسعينات العربية،  تتناول هذه الحلقة الجانب السياسي من التسعينات,1
"يعرض الفيلم السباق السنوي للجمال في جنوب سيناء. يسلط الفيلم الضوء على أحلام النجاح تقود الأطفال المشاركين في السباقات، ورحلة تطور هذا التقليد القديم للبدو عبر العصور.
يظهر الفيلم التحديات التي تمر بها فعالية سباق الجمال، وما تدره من دخل على سكان المنطقة.",1
مل داو كفارس منذ سن الخامسة في سومباوا، إندونيسيا، لدعم عائلته بمدخوله. على الرغم من حلمه بأن يصبح طبيب بيطري، إلا أن داو ينتهي في منزل باك حاجي بعد ولادة أخيه الأصغر. كبديل للرسوم الدراسية والوجبات، يعمل داو في الإسطبل. تؤدي الروتين اليومي للعمل والفقر تدريجياً إلى تآكله. خلال التدريب، يحدث حادث سقوط، ويبدأ داو في شكّ الحياة التي اعتبرها مسلمة. هل يجب أن يصبح أخوه الأصغر أيضًا كفارس في النهاية؟ يواجه الصبي صراعًا بين الواقع وحلمه,1
سلسلة تتناول مجتمع المؤثرين العرب على الإنترنت، وتتناول هذه الحلقة الظاهرة في مصر.,1
تاريخ الإذاعة اللبنانية والتحديات التي واجهتها منذ الإنشاء حتى اليوم,1
مدن من السماء تتناول مواضيع في مدن عبر العالم العربي و الاسلامي لكن برؤية مختلفة تجعل من السماء مصدر الزاوية في المعالجة.,1
"يحكي الفيلم قصة خالد من قطاع غزة و ويعايش كفاحه اليومي لمدة عام كامل  من أجل توفير مسكن آمن لعائلته و علاج مناسب لطفليه المصابين بمرض نادر . 
بسبب الحرب تم تهجيره من الشيخ رضوان إلى مدارس النزوح في النصيرات جنوبا.  وهناك تفاقمت  معاناته  في توفير الدواء والبيئة الصحية  لأولاده ، حتى تدهورت صحتهما  وفارقا الحياة. ليبدأ من جديد ترميم جروحه ومحاولة التجاوز من أجل بناء عائلة جديدة رغم  آثار الحرب والحزن المهيمن على ملامحه ويومياته.",1
"يُضيء الوثائقيّ على مسيرة  الفنان اللبناني زكي ناصيف المُلقّب بإمبراطور الفكلور اللبناني الذي أمضى ستين عاماً في صناعة الموسيقى، وانغماس موسيقاه  بالقِدَم وروح الريف اللبناني وتميّز ثقافته الموسيقيّة الجامعة بين الشرق والغرب والتعاون مع كبار الفنانين .
ويُظهر خلفيّته الموسيقيّة والإرث المُتفرّد والبحث عن الهوية الموسيقيّة نحو الفلكلور والأغنية الشعبية. ويوثّق مدرسته اللبنانيّة",1
"العربيّة للتأليف الموسيقي، ويبرز مساهمته في النهضة اللبنانية لبداية العصر الذهبي للموسيقى والدبكة اللبنانيتين.

ويناقش البُعد من خلال رصيده الفنيّ من موسيقى وكلام بحيث حكايات الوطن والجمال والإنسانيّة في فنّه. كما ويُظهر شخصيّة الفنان القومي، فهو رمز لحركة فنيّة، سياسيّة ومُجتمعيّة، بحثت للوطن عن هوية ثقافيّة ودور حضاري.",1
إيان، الصغير المهندس، وبرو، الصغير المتمرد، هما أفضل صديقين يبلغان من العمر 9 سنوات، يعيشان في ضواحي نيروبي. حلمهما الأكبر هو أن يصبحا أكروبات مشهورين ويسافرا إلى بعد غير معروف. في يوم من الأيام، يعلن ستيف، بطلهم الخارق ومدرب الأكروبات الساحر، أن هناك فرصة لبعض الأطفال للسفر والأداء في أوروبا. يبدأ إيان وبرو بالتدريب بجد أكثر، آملين أن يكونا من المختارين. مع اقتراب موعد السفر، تزداد التوتر بين الصديقين. هل ستتحقق أمانيهما؟,1
وثائقي حول عقد التسعينات وما صاحبها من تغيرات اجتماعية واقتصادية في البلدان العربية,1
ريان طفل في 16 من عمره يحلم من خلال كرة القدم ان يلاقي والديه اللذان تركاه منذ 10 سنوات وغادرا البلاد سرا نحو فرنسا,1
رحلة بحث عن صانعي الأفلام الفلسطينيين الذين عاشوا وعملوا في السينما قبل عام 1948 من خلال تتبع حياة هؤلاء المخرجين والمنتجين. من كانوا؟ كيف صنعوا السينما؟ وفي أية ظروف؟ وماذا تبقى من أرشيفهم؟، كما نذهب إلى أبعد من ذلك لنبحث عن ماذا فعلوا بعد هجرتهم القسرية من فلسطين؟ إلى أين ذهبوا وما هي الأفلام التي صنعوها لاحقًا في بلدان لجوئهم؟ هذه هي المحاولة الأولى لتحديد موقع الأرشيف ورسم الخطوط العريضة لما يمكن العثور عليه عن صناعة السينما الفلسطينية المبكرة منذ عام 1935.,1
"من خلال تلاميذه وأصدقاءه، الذين صاروا اليوم أدباء وصحفيين ومخرجين وفنانين، نتناول سيرة الكاتب المصري أحمد خالد توفيق رائد أدب الرعب وصاحب سلسلة ""ما وراء الطبيعة""، وغيرها من سلاسل روايات للجيب الشهيرة التي  امتد تأثيرها في العالم العربي كله، الذي اعترته موجة حزن كبيرة  بعد وفاته حتى أنّه عرف بالرجل الذي جعل  جيلا من الشباب يقرؤون.",1
"بعد غياب دام 10 سنوات، تعود فرح إلى منزل والدها في مدينة طرابلس اللبنانية ، لتكتشف الهوة ما بين جيلها وجيل أبيها مصطفى. عندما تدرك أنها لن تتمكن من التقرب إليه إلا من خلال الشعر الذي يكتبه تقرر أن تنضم إلى منتدى الشعر الذي أسسه قديما مع مجموعة من أصدقائه الناصريين لتصبح أول عضو أنثى شابة بين مجموعة المسنين الرجال.

هل سيكون الشعراء مستعدين لسماع ما تقوله فرح؟",1
سلسلة وثائقية تستعرض أحداث التسعينات في العالم العربي، من الناحية السياسية، الفنية، الاقتصادية والاجتماعية.,1
يروي الفيلم التلوث البيئي الشديد الذي يعاني منه خليج قابس منذ انتصاب المجمع الكيميائي. إذ يستعرض العديد من المشاكل البيئية التي أثرت في مردودية الإنتاج البحري بالمنطقة ، مثل تسرب المواد الكيميائية من المصانع والمنشآت الصناعية، والتلوث الناتج عن النفايات الصلبة والسوائل الصناعية التي تُلقى في البحر. كما يصور الفيلم أيضًا تأثير هذا التلوث على الحياة البحرية ، انخفاض مستويات الأكسجين ونفوق الأسماك والحيوانات بشكل كبير. إضافة إلى إنهيار مردودية الواحات البحرية و شبه اندثارها و تراجع المردودية الفلاحية المنجرة عن تلوث المياه الجوفية لناجمة بالأساس عن مخلفات المجمع الكيميائي . مما أثر في المردودية الإقتصادية للعاملين في مجال الفلاحة و الصيد البحري.,1
"ولد ""أمير البحر"" في عمان 1418م وتوفي 1500م، ملاح وجغرافي عربي بارع، اكتشف طرق بحرية جديدة وساهم في اكتشاف البوصلة.",1
في خضم الهزائمِ والانكساراتْ نهض المقهورون ولثلاثة قرون من الحروب حرروا الارض والإنسان.,1
herbal healing and other activities that distinguish this place from others.,1
"يتناول الفيلم البدايات البسيطة وتطور إذاعة هنا أم درمان وأثرها على مجتمعها. ليس بحسبانها وسيط اخباري وحسب، ولكن بتأثيراتها التثقيفية والمجتمعية وباعتبارها أهم المؤثرات في تشكيل وجدان السودانيين. نعيش مع البرامج الخالدة ذات الشعبية العالية، وذكريات الجمهور والآثار الباقية للإذاعة في أجيال شكلت ذاكرتها وثقافتها.
يطوف الفيلم القرى وينقل الراديو بوصفه منتدى القرية وسر علاقتها بالعالم. مع الاذاعي المخضرم علي  شمو وآخرين نشاهد ذكرياتهم مع الإذاعة والتي جمعت بين المتعة والمواقف الصعبة. مع الطواف الحي معهم في ردهات الإذاعة. يلقي الفيلم نظرة على مستقبل الإذاعة في ظل التطورات المعاصرة، لنرى هل ستصمد الإذاعة أمام عواصف التغيير",1
بعد مقتل ابنها في تفجير لندن الإرهابي، تحاول فاليريا، الإيطالية المسلمة، العثور على السلام النفسي وسط عالم صخب من الأسئلة التي تحاصرها ولا تستطيع العثور على إجابة لأيها.,1
"مع مطلع القرن العشرين بدأت بوادر القومية العربية بالظهور والنهوض على أيد شخصيات ومفكرين عرب مؤثرين أخذوا يخطون الملامح الأولى لهذه الفكرة، ومن أبرز تلك الشخصيات أبو خلدون ساطع الحصري، أو كما يسمى أبو القومية العربية ورائدها.
نروي في هذا الفيلم قصة أحد أهم مفكري القرن العشرين ورائد أبرز الأفكار التي وسمت تلك الحقبة الزمنية، ساطع الحصري المفكر الذي عاين بنفسه أحداثا جليلة صاغت شكل عالمنا العربي كما نعرفه اليوم.",1
"في مدينة مهجورة يقرر المنصف بدر الدين، رجل ثمانيني وزوجته حفصيّة فتح مطعم صغير، ثم تتبعهم بعد سنوات سعاد الشايب وتفتح مقهى ثقافي، في محاولة لإقناع السكان بالعودة إلى مدينتهم،  يتجه المخرج أيمن يعقوب إلى قبلي القديمة كشخصية تظهر في الفيلم كشاهد عن مراحل من حياة المدينة.
يطرح الفيلم علاقة الإنسان مع المكان من خلال التصورات الشخصية، بشكلٍ تمتزج فيه النوستالجيا والعودة إلى الجذور.

قبلي القديمة كما يطلق عليها السكان، هي مدينة شبه جزيرة، محاطة بواحات النخيل تقع في الجنوب الغربي لتونس.

الفيلم رحلة في مدينة قبلي القديمة، مدينة مهجورة أقرب إلى الآثار، كما يتناول الفيلم علاقتي أنا مخرج الفيلم بالمدينة، وهي علاقة عاطفية، والتغيرات في المدينة التي عايشتها وعرفتها على امتداد سنوات منذ طفولتي.

منصف وزوجته حفصية وسعاد الشخصيات المحورية للفيلم يسعيان لإحيائها من جديد من خلال مطعم تقليدي صغير ومقهى˛ يستقطبان الزوار القادمين للاستمتاع بالمنظر الجميل للمدينة التي أصبحت أقرب إلى موقع تاريخي.",1
"قصّة حرب بنزرت يرويها متطوعون للمعركة، بعد 60 عاما من الصمت نجوا بأعجوبة من جحيم الإبادة الذي فتحه المظليون الفرنسيون على المدينة
كيف عاشوا القصة؟",1
"من المجددين القلائل في السينما ..كون لنفسه نمط فني غير معتاد عبر رحلته التي استمرت اربعة عقود تنقل فيها بين التأليف و الانتاج و الاخراج و تنوعت اعماله و تطورت عبر الزمن من الواقعية وصولا الي الفانتازيا كفلسفة للإسقاط علي الواقع و معالجه هموم مجتمعه و زمانه مما ادخله في عدد من المشكلات و القضايا التي لاحقته لأخر ايامه لكنه بقي في الذاكرة بأفلام عندما نشاهدها نقدر دوره ليس فقط كفنان و لكن كمؤرخ اجتماعي ..يتتبع الفيلم رحلة الميهي مع التركيز علي ثقافة السخرية و كسر المألوف في السينما من اجل خلق تصور جديد و ظروف مختلفة مما يحي فينا قدرتنا 
علي الدهشة.",1
