topic,count
خمس حلقات يحكي أبطالهم تاريخ الأماكن  المرتبطين بها وأهم الذكريات التي عاشوا فيها و التغير الذي مر به المجتمع المصري عبر السنوات الماضية وتأثيره على الأنسان وعلى طبيعة المكان مما يترتب عليه تغير كامل في الحكاية أو الحدوتة المصرية.,1
تقوم فكرة العمل علي إستكشاف ملامح عبقرية الكاتب والمفكر والسياسي العربي عباس محمود العقاد حيث نري إبداعاته ومواقفه الفكرية والسياسية في إطار المعارك المرتبطة بها والتي خاضها طوال حياته فنبحث إنطلاقاً من أهم المعارك التي خاضها علي المستوي الأدبي والفكري، السياسي والنضالي والإجتماعي وحتي في حياته الشخصية، بينما تشهد صفحات مؤلفاته وكتاباته بأحداثها وحوادثها فمنها نخلص إلي ملامح نبوغه وتفرده وأسباب إستمراره أديبا ومفكرا إلي يومنا هذا.,1
"الفيلم يحكي عن حركة الراستفاري التي تأسست على خليط من المعتقدات الدينية السماوية ودعاوي التحرر الأفريقي ليس فقط من الاستعمار الأوربي  في وجهه السياسي المباشر وإنما تجاوزت ذلك لتؤسس عقيدة سياسية مرتكزة على مقولات دينية ترمي في مجملها إلى تبني فكرة العودة إلى أفريقيا باعتبارها موطن الأفارقة العائدين ومحط الديانات وملهمة الشعور التحرري بأبعاد تتجاوز المقولات التقليدية  لمناهضة الاستعمار.
نعيش مع الراستا في مدينة شاشامني بدولة إثيوبيا وهي المدينة التي اقتطعها الإمبراطور الاثيوبي السابق للراستا أثناء استقبالهم الأسطوري له في زيارته لجامايكا في ستينيات القرن العشرين  لتكون أرضا يقام عليها  النموذج التطبيقي لفكرة العودة لأفريقيا التي تتبناها الحركة، ونعايش معهم تجربة تأسيس المدينة لنتعرف من خلال ذلك على مقولات الحركة ومعتقداتها وطقوسها
تختلط الحكايات في الفيلم  مابين  قصة العودة من جامايكا وفقا لمقولات ونبؤات منظري الحركة وآباءها المؤسسين هيلاسلاسي والجامايكي ماركس غارفي وموسيقى الروب الملهمة وأغاني بوب مارلي",1
"الفيلم عبارة عن رحلة  في منطقة الهقار في الجزائر والتي تعادل مساحتها ربع الجزائر تقريبا. نستعين فيها بالدليل عبدالله العمري للتعرّف على جبالها وممراتها الساحرة وطبيعتها الخلابة حيث الصخور والقمم الجبلية وجداول المياه وممر ""الاسكرام"" الشهير الذي يقصده السياح من كل بقاع الدنيا ففيها اجمل غروب وشروق للشمس في العالم. 
 ثم يقودنا ""العمري""  لنتبع أثر الحياة المائية والحيوانية التي اندثرت عبر رسوم هذه الحيوانات والكائنات على الحجر فتخترق هذه الصحراء والصخور جداول وعيون المياه التي تنبض بالحياة.  ثم نقترب أكثر  الى قبائل الهقار "" الطوارق"" للتعرف على عاداتهم وطبائعهم و كذلك  الفلكلور والغناء الشعبي التراثي  و  معايشة  تفاصيل حياتهم . كما تقودنا الرحلة الى الغوص في  تاريخهم و أساطيرهم المثيرة خاصة تلك المتعلّقة  بملكتهم العظيمة  .",1
"فيلم ""الشاويش"" يُعالج قصة العقد الإجتماعي الذي يُنظم الحياة في مخيمات النازحين السوريين في لبنان، ويعكس مختلف وجوه هذه المنظومة بجوانبها السلبية والإيجابية. يتولى شخص من سكان المخيم عملية تنظيمه، يُسمى الشاويش، مسؤوليته تأمين حاجيات السكان، وله الحق في إدارة معظم شؤون حياتهم.""الشاويش"" أبو رشيد هو الشخصية المحورية والرئيسة في الفيلم، إضافة إلى شخصيات أخرى تعيش في مخيم تحت إدارته، لها قصص مختلفة ولكنها تعيدنا دائماً إلى أبي رشيد بفعل دوره المركزي في المخيم. يتابع الفيلم شخصياته في مختلف تفاصيل يومياتهم، ويعكس علاقة الشاويش بسكان مخيمه من جهة، وبالجمعيات الأهلية، والسلطات المحلية في لبنان وبأرباب العمل الذين يتعاون معهم.",1
"إن الجزائر بوضعها الحالي لم تنطلق بعد إلى مرحلة الصناعة السينمائية. في حين، نجد أن دول عربية أخرى كالمغرب، قد قامت بتأسيس البنية التحتية السينمائية الخاصة بها، أما الجزائر فلا تزال تفتقر إلى السيناريوهات الجيدة وميزانيات التمويل المرتفعة والتقنيات الحديثة. 
هدف هذا الفيلم هو تسليط الضوء على الأسباب الكامنة وراء ذلك، والأهم تسليط الضوء على الجهود المبذولة من قبل الجيل الجديد من السينمائيين لدفع السينما الجزائرية نحو آفاق جديدة.",1
يعايش الفيلم قصة عالية الانسانية يحاول فيها فريق إسعاف فلسطيني انتشال من تبقى حياً من عائلة ضاهر من تحت ركام منزلهم الذي تعرض لقصف اسرائيلي,1
"وفي ظروف غايه في الخطورة ، لتربطهم بعد ذلك علاقة صداقه يحاول فيها المسعف ""علاء أبو شعير"" مساعدة الطفلة بيسان ضاهر بعدما تمكن من انتشالها مع زوجة أخيها من تحت الأنقاض واستمرار تلك العلاقة التي حاول من خلالها مساعدة بيسان للخروج من أعراض ""الصدمة النفسية "" وألم الكابوس الذي عاشته.",1
كان لديه حلم تغيير عالمه، تربي في قرى الماساي وسافر لايرلندا للتعلم، درس طب العيون، ثم قرر أن يتعلم التنمية الاجتماعية، تعجب البعض من عودته لعوالم الماساي الفقيرة الصعبة، ولكنه بدأ مشروعات طموحة في بيئة تستحق الاهتمام، سنوات قليلة وبدأت قرى الماساي تعج بحياة من نوع مختلف، أنشأ مشاريع للمياه النقية والكهرباء والمدارس والألبان وغيرها، بدأ أهل الماساي يهتمون بتعليم النساء والأطفال، وازدهرت حرف كثيرة بسبب الكهرباء، والآن يستطيع ابناء الماساي استخدام الانترنت وحتى الواتس آب، لقد غير مارتن العالم فعل,1
"""الراديو الأخضر"" فيلم وثائقي يبحث في المشاكل البيئية في أندونيسيا وذلك من خلال متابعة يومية لتوسكا سانتوسو وفريق عمله. يأخذنا هذا الفيلم في رحلة إلى ثلاث مناطق في أندونيسيا لنطلع على الأنشطة البيئية التي يقومون بها في الراديو الأخضر، ونتعرّف عن كثب على أهداف وطريقة إنتاج البرامج الإذاعية البيئية وكيفية تواصلهم مع المواطنين. فترافقهم الكاميرا في نشاطاتهم على الأرض وترصد تفاعل المواطنين مع حملات التوعية التي يقوم بها الفريق الأخضر لتحسين الشؤون البيئية في أندونيسيا.",1
