SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,مرتفعات تيجري(الحلقة الثالثة),Ethiopia ..On Steps  - Tegree Heights,Long Series,إثيوبيا على الأقدام,10,1,00.51.50,إثيوبيا,العربية,قادتنا رحلتنا الاستكشافية الى مرتفعات تيجري والتي تقع على منطقة مرتفعة في الهضبة الاثيوبية وتتميز بوجود الكثير من المواقع التاريخية والدينية الهامة فيها، أهمها جبال ابونا ياماتا الصخرية ذات اللون البني والأحمر والتي ترتفع ٥٠٠ متر فوق جبال جيرالتا على ارتفاع ٣٠٠٠ متر عن مستوى سطح البحر، والتي هي هدفنا المنشود، وهو التسلق الي واحدة من اغرب الاماكن على وجه الارض وهي كنيسة ابونا ياماتا بدون اي وسيلة أمان أو معدات حديثة ومشيا على الاقدام لمدة ٤ ساعات لنشعر كيف كانوا يصعدون في الماضي الى هذه الكنيسة المعزولة عن أعين الناس، حيث تقول الاسطورة انه تم حفر هذه الكنيسة هنا في القرن الخامس الميلادي وقام بعمل الرسومات والتصاميم الداخلية لها ملوك اكسوم في ذلك الوقت,"Our journey take us to exploration to the heights of Tigre, which is located on an elevated area in the Ethiopian plateau and is characterized by the presence of a lot of historical and religious sites of important, the most important mountains Father Yamata rocky brown, red, which rises 500 meters above the mountains Geralta at an altitude of 3000 meters above sea level, which is our goal, which is climbing into one of the strangest places on earth, a Church Father Yamata without any safety device or modern equipment and on foot for a period of 4 hours to feel how they went up in the past to this church isolated from the eyes of the people, where legend has it that he was dig this church here in the fifth century AD and has done graphics and interior designs have kings of Aksum at the time.",
AJD Catalogue,أكسوم - جوندار(الحلقة الرابعة),Ethiopia ..On Steps  - Axum Gondar,Long Series,إثيوبيا على الأقدام,10,1,00.52.07,إثيوبيا,العربية,خلال رحلتنا الاستكشافية في اثيوبيا لابد من زيارة المواقع التاريخية والأثرية فيها وأهم مدينة هي العاصمة التاريخية لمملكة أكسوم هي مدينة أكسوم التي تأسست في عام ٣٢٥ قبل الميلاد واشتدت قوتها بين القرن الرابع والسابع الميلادي وبحسب الاسطورة فإن مؤسس المملكة هو من سلالة سيدنا سليمان عليه السلام والذي احضر معه تابوت العهد من القدس وهذا الشيء جعل مملكته قوية لمدة ما يزيد عن ٦٠٠ عام. تقع مدينة أكسوم على بعد ٩٥٠كم الي الشمال من العاصمة أديس أبابا وترتفع عن مستوى سطح البحر ٢١٣١متر. وتشتهر أكسوم بوجود المسلات التي يتجاوز عمرها اكثر من ١٧٠٠ عام. ويوجد في المدينة أهم كنيسة في اثيوبيا والتي بداخلها تابوت العهد والوصايا العشر التي اعطيت لسيدنا موسى عليه السلام وهي كنيسة مريم بن صهيون,"During our journey of exploration in Ethiopia must visit historic sites where the most important city is the historic capital of the Kingdom of Aksum is a city of Axum, which was founded in 325 BC and intensified strength between the fourth century and the seventh century, according to legend, the founder of the Kingdom is a descendant of Prophet Sulaiman peace be upon him, which Bring him ark of the Covenant from Jerusalem and make this thing a powerful kingdom for more than 600 years. The city of Axum on after 950km north of the capital Addis Ababa and the rising sea level 2131mitr. Axum obelisks famous for the presence of an age exceeding more than 1700 years, There is the most important church in the city in Ethiopia, and that inside the Ark of the Covenant and the Ten Commandments, which were given to Moses, peace be upon him, a son of Mary of Zion Church.",
AJD Catalogue,بحيرة تانا(الحلقة الخامسة),Ethiopia ..On Steps  - Tana Lake,Long Series,إثيوبيا على الأقدام,10,1,00.50.28,إثيوبيا,العربية,"توجهنا في رحلتنا في اثيوبيا الى منبع لأروع نهر في العالم وهو نهر النيل الأزرق الذي يقع في اقليم أمهرة في شمال اثيوبيا ويبعد ٥٠٠ كيلومتر من جهة الشمال الغربي للعاصمة أديس أبابا لنخوض تجربة فريدة من نوعها عند مسقط رأس هذا النهر العظيم، وللوصول الى منبع النهر لابد من زيارة شلالاته العظيمة 
والتي ترتفع ٤٥ متر وتنهمر بقوة لتروي عطش ملايين البشر في افريقيا، حاولنا الاقتراب من هذه الشلالات الخالدة التي تفوق الوصف ويطلق عليه السكان المحليين اسم  تسيسات وتعني دخان المياه
","We went on our journey in Ethiopia to the source for the coolest river in the world, the Blue Nile River, which is located in the province of Amhara Region in northern Ethiopia and is 500 kilometers from the north-west of the capital Addis Ababa to go into a unique experience at the birthplace of this great river, and to get to the source of the river to be visit of the great waterfalls 
Which rises 45 meters and flowing strongly to Troy thirst of millions of people in Africa, we have tried to approach these waterfalls that blend timeless description and called the name of the local population Tzeysat means smoke water
Moments approaching the most important river in the world makes you feel greatness.
",
AJD Catalogue,قبائل السورما(الحلقة السادسة),Ethiopia ..On Steps  - Surma Tribe,Long Series,إثيوبيا على الأقدام,10,1,00.53.59,إثيوبيا,العربية,قبائل السورما من أكثر القبائل عزلة في العالم، تعيش في اقصى جنوب اثيوبيا على الحدود مع كينيا ودولة جنوب السودان، يبلغ عدد سكانهم ٣٠ الف نسمة خلال زيارتنا لهم سنتعرف على اساليب حياتهم اليومية واكتشاف الطقوس الدينية لديهم بممارستهم للسحر في العلاج واستشراف المستقبل حسب معتقداتهم والتعرف على اغرب تقليد عند نساء السورما (صحن الشفاه)، ومشاركة القبيلة في الرقص الليلي التقليدي عندهم والذهاب معهم لرعي البقر وغسيل المعدة الاسبوعي.,"Surma tribe are the most isolated tribe on earth , living in the far southern of Ethiopia , on the border with south Sudan and Kenya, the number of their population 30,000 people, will learn about their daily life style and to discover, the religion and practice sick people by magic and look to the future according to their believes we will see the most strangest tradition on the world, night tradition dance , gays cleaning stomach , dish in the women lips.",
AJD Catalogue,بحيرة شامو(الحلقة السابعة),Ethiopia ..On Steps  - Shamo Lake,Long Series,إثيوبيا على الأقدام,10,1,00.47.28,إثيوبيا,العربية,قادتنا رحلتنا الى واحدة من اروع المناطق الطبيعية الساحرة في اثيوبيا وهي بحيرة شامو، تمتاز بحيرة شامو بالحياة البرية العجيبة حيث يوجد بها انواع كثيرة من الطيور والحيوانات بمختلف أنواعها كفرس النهر والبجع وصقر السمك وطائر ابوسعن والإوز المصري والزقزاق الهندي وغيرها. سنعيش مع الصيادين في جزيرة الموت والتي تمتاز بوجود عدد ضخم جدا من تماسيح النيل الأزرق وهو الأشرس من بين تماسيح العالم وهنا يموت كل عام ما يقارب المئتين شخص سنويا بسببها، سنخوض تجربة فريدة بمحاولة الاقتراب منها والتعرف عليها عن قرب,"Our journey led us to one of the finest natural areas in Ethiopia, a charming Lake Chamo. Lake Chamo advantage of the amazing wildlife, as there are many kinds of birds and animals of various kinds horse river and swans and fish and bird Saqr Abusan and Egyptian geese and plover and other Indian. We will live with the fishermen on the island of death and characterized by the presence of a very large number of Blue Nile crocodiles, which are among the fiercest crocodiles here and the world die each year nearly two hundred people a year because of it, we're going into a unique experience of trying to touch them and identify them for near.",
AJD Catalogue,قبائل الهمر(الحلقة الثامنة),Ethiopia ..On Steps  - Hammar Tribe,Long Series,إثيوبيا على الأقدام,10,1,00.55.28,إثيوبيا,العربية,قبائل الهمر هي قبائل معزولة في  جنوب اثيوبيا يبلغ عدد سكانهم ٤٢ الف نسمة خلال زيارتنا لهم سنتعرف على اسلوب حياتهم اليومية وطريقة بناء أكواخهم المكونة من القش وكيف تقوم بنات ونساء القرية باستخراج المياه من اماكن بعيدة عنهم والجلوس مع الاطفال لنحاول الحوار والتخاطب معهم بلغة بسيطة، وسنتعرف على اغرب عادة عندهم وأهم طقس لديهم وهو القفز على البقر وهو أهم من طقس الزواج عندهم وتشارك القبيلة والقبائل المجاورة لهم اداء هذا الحفل الغريب، ونشاركهم فرحتهم بالرقصة الليلية التي تتشارك فيها شباب ونساء القبيلة وسنتعرف على عادات الزواج لديهم وعلى اغرب حالة وهي ( المنجي ).,"The isolated tribe in Southern Ethiopia, the number of their population 42,000 people. we will learn about their daily life style and the way of building them huts and the way they collect the water by digging the ground and we will learn about cow jumping, we will see the tradition night dance, then we will try to know Mingi.",
AJD Catalogue,منطقة هرر(الحلقة التاسعة),Ethiopia ..On Steps  - Harar Region,Long Series,إثيوبيا على الأقدام,10,1,00.52.50,إثيوبيا,العربية,خلال اقامتنا في اثيوبيا كان يجب علينا زيارة واحده من اهم المدن التاريخية وهي مدينة العلم والعلماء مدينة  هرر والتي تقع الى الشرق من اثيوبيا. استمرت هرر كإمارة اسلامية لا تتبع لسلطة اثيوبيا حتى عام 1887م عندما ضمها الملك مينيلك الثاني لمملكة اثيوبيا الحديثة، توجهنا لأهم متحف في مدينة هرر والذي يضم فيه عدد كبير جدا من موروثات الحضارة الاسلامية الهررية القديمة. خلال وجودنا لعدة ايام في هرر سمعنا  بعض القصص والاساطير الغريبة والتي لاوجود لها في اي مكان آخر في العالم ولا في اي مدن اثيوبية ولا حتى القريبة من هرر هذه القصص تتحدث عن علاقة أهل هرر مع الضباع.,"During our stay in Ethiopia, we had to visit one of the most historic cities, a city of science and scientists city of Harar, which lies to the east of Ethiopia. Lehrer continued Islamic principality does not follow the authority of Ethiopia until 1887 when King Minalk second annexation.   Kingdom of modern Ethiopia, we went to the most important museum in the city of Harar, which includes a very large number of the legacy of ancient Islamic civilization Herria,  During our stay for several days in Harar heard some of the stories and legends of strange that there is not in anywhere else in the world, nor in any Ethiopian cities. Even near Harar these stories talk about the relationship with the people of Harar hyenas.",
AJD Catalogue,منطقة هرر- أديس أبابا(الحلقة العاشرة),Ethiopia ..On Steps  - Harar Region – Adis Ababa,Long Series,إثيوبيا على الأقدام,10,1,00.52.50,إثيوبيا,العربية,"قبل ان نغادر مدينة هرر قررنا البحث اكثر عن الضباع في الاحراش القريبة منها لمحاولة التقرب منها في بيئتها الطبيعة ومحاولة الغاء الحواجز التي بين الانسان والحيوان. انطلقنا خلال رحلتنا الى مقاطعة كافا والتي تتميز بزراعة البن والشاي فيها وتعتبر هي مصدر شجرة البن في العالم حيث تم اكتشافها هناك غادرناها متجهين في ختام رحلتنا الاستكشافية الى مدينة ""الزهرة الجديدة"" أديس ابابا والتي تقع على سفح جبل انتوتو على ارتفاع ٢٤٢٠ متر عن مستوى سطح البحر ووقع عليها الاختيار لتكون عاصمة المملكة الاثيوبية في عام ١٨٩٣م من قبل الامبراطور مينيليك الثاني.","Before we leave the city of Harar we decided to search for more hyenas in the nearby jungles to try to get close to them in their nature and try to cancel the barriers between man and beast. 
  We started during our trip to the province Cava, which is characterized by the cultivation of coffee and tea which are the source of the coffee tree in the world where it was discovered there Gadernaha heading at the end of our journey of exploration into the city, ""new flower"" Addis Ababa, which is located at the foot of Mount Entoto at an altitude of 2420 meters from the level of the surface Sea and was selected to be the capital of the Kingdom in the Ethiopian 1893m by Emperor Menelik II.
",
AJD Catalogue,مقام الأذان,The Call for Prayer Statuse,One Off,/,1,1,00.50.54,تركيا,العربية,يروي الفيلم قصة الأذان في تركيا، وما الذي يجعل منه عالما خاصا مختلفا عنه في أي قطر إسلامي آخر. الاهتمام البالغ الذي يوليه الأتراك للأذان، والذي بدأ مع الدولة العثمانية ولازال العمل به قائما حتى اليوم، وبطرق شتى يعبر من خلالها الشعب التركي عن شديد اهتمامه بواحدة من الرموز الإسلامية المتمثلة في الأذان.,"The film is about the story of the call of prayer in Turkey. What made it so special, and why it’s different from the call of prayer in any another Islamic country. The attention Turkish people 
pay towards the call of prayer, which has started by the Outmans, and goes on till now, and the forms through which the Turkish people express that interest in one of the Islamic symbols.
",
AJD Catalogue,مصارعة الثيران.. وداعاً  (قديماً: مناطحة الثيران ) ,"Bull Fighting, Farewell",One Off,/,1,1,00.53.56,إسبانيا,العربية,"كان قرار حظر مصارعة الثيران في كتالونية قد بدأ من خلال ""مبادرة شعبية"" قدمتها جماعة مدافعة عن حقوق الحيوان تعتبر مصارعة الثيران تعذيبا للحيوانات وليست رياضة او فن او ثقافة وقد تمكن نشطاء حماية حقوق الحيوان، من حظر مصارعة الثيران بعد جمع 180 ألف توقيع، صدق عليها برلمان كتالونية.في إسبانيا، ولكن برغم من الازمة الاقتصادية وبرغم معارضة المدافعين عن حقوق الحيوان لاتزال مصارعة الثيران صناعة مهمة في اسبانيا، التي لديها أكثر من ألف مزرعة لتربية ثيران المصارعة ويعمل بهذا القطاع نحو 200 ألف شخص. لقد تأثرت مصارعة الثيران الإسبانية بالأساس بالمعارضة المتنامية بين نشطاء حقوق الحيوان وبين المتمسكين بالتقاليد، تظل مصارعة الثيران – وهي رقصة حتى الموت بين رجل وحيوان متوحش – أبرز تعبير عن الرياضة الإسبانية","The decision to ban Bullfighting in Catalonia had started through an initiative from the people, presented by a group of defenders of (Animal Rights),  who considered Bullfighting to be torture to the animals and not a Sport nor an Art nor a Culture, and  the activists of Animal Rights Protection were able to ban Bullfighting after gathering 180 thousand signatures, Ratified by the Parliament of Catalonia.     But despite the economic crisis and the opposition of the Animal-rights defenders, Bull-Fighting remains an important industry in Spain, which has more than a thousand farms raising bulls for wrestling, and around 200 thousand people still working at that sector. Primarily the growing opposition amongst the activists of animal rights and the traditionalists has affected bullfighting. Thus, Bull-Fighting: which is (a dance till death between a man and a wild animal), still is the most prominent expression of the Spanish sport. ",
