SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,ماردين,,one off,/,1,0.5,00:26:00,سوريا / تركيا,multilanguage,هي حاضرة عربية إسلامية تقع على الحدود السورية التركية، لعبت دوراً مهماً عبر التاريخ، مجسدة حالة من التآلف بين عدد من القوميات والأديان إلى جانب تنوعها الثقافي المدهش,,
AJD Catalogue,المختار ولد داده,Father of Nation,one off,/,2,1,00:49:00,موريتانيا,العربية,المختار ولد داداه هو أول رئيس عرفته موريتانيا المستقلة رجل وطني ورث مقاليد الحكم من الاستعمار الفرنسي فأسس دولة من الشتات و ساهم في وضع اللبنات الأولى للمؤسسات الموريتانية.إستطاع بحكمته وسياسة الحوار التي طبقها خلال ولاياته المثثالية أن يحافظ على تماسك الدولة الفتية و إخماد فتيل المعارضة وضمها إلى حزبه.عمل بذكاء على إدخال إصلاحات  إقتصادية وسيادية مهمة جعلت منه رمزا للوطنية تميز  الرئيس المختار ولد داداه بحنكته الدبلماسية التي جعلت مريتانيا  تتبوء مكانة خاصة بين الأمم وأصبح نجمها يلمع بين الدول.إلا أن حرب الصحراء أدت إلى الإحاطة به ونفيه لأكثر من 23 سنة,"This documentary relates the life of the first president of independent Mauritania. By 1958 he was president of the Executive Council and the natural choice for prime minister  in  1959 and president in 1961.  He was known for his ability to establish a consensus among different political parties ,as well as between the White Moors, Black Moors and Black Africans, Mauritania 's three main ethnic groups .He tried to balance regional notables and impatient young modernizers in a basically parliamentary regime, but in 1964 he shifted to an authoritarian one-party system. Being politically charismatic and culturally cogent,   had continued over the years to leave his marks on many areas of Mauritania's foreign policy.But the Sahara war resulted in a coup d'etat which led to his destitution and exile for more than 23 years. He died soon after his return to Mauritania in year 2003.",
AJD Catalogue,صوت الألوان,The Sound of Colors,Long Series,الأغنية السياسية,18,0.5,00.29.18,المغرب,العربية ,يستعرض الفيلم مسيرة فرقة ألوان الغنائية التي بدأت انطلاقتها الفنية عام 1973 وما زالت مستمرة حتى الآن في معالجة المواضيع السياسية بقالب غنائي. يتناول الفيلم أيضا جوانب من الحياة الاجتماعية للفرقة ويوميات أعضائها.                            ,"This film traces the journey of the band Colors, which was formed in 1973 and continues to address politics through music. The film also provides a sketch of the band’s social life and the daily lives of each of its members. ",
AJD Catalogue,أنشودة المقاومة ,Rhymes of Resistance  ,Long Series,الأغنية السياسية,18,0.5,00.29.32,لبنان ,العربية ,يتناول الفيلم بدايات انطلاق أنشودة المقاومة في لبنان، والظروف والدوافع التي ساهمت في ذلك. كما يؤرخ الشريط للمراحل المختلفة لتطورها، والتحولات الهامة في مسيرتها، وكيف تناولت هذه الأنشودة المواضيع والأحداث التاريخية التي مرت بها المنطقة,"This film explores the origins of songs of resistance in Lebanon.  The film also documents the different phases of Lebanese resistance music since its inception, as well as the major transformations it underwent. It also shows how this music genre was shaped by historical and political events in the Middle East.",
AJD Catalogue,على يسار النوتة,To the Left of the Note ,Long Series,الأغنية السياسية,18,0.5,00.30.06,لبنان ,العربية ,يتناول الفيلم الأغنية السياسية التي كان روادها من اليسار في لبنان والتي وجهت فوهة آلاتها الموسيقية نحو الاحتلال الإسرائيلي. كما يتناول الفيلم ظروف نشأة هذا النوع وأهم رواده كالفنان مارسيل خليفة وآخرين ممن واكبت أغانيهم القضية الفلسطينية، والمقاتلين على جبهات المواجهة مع إسرائيل، فكانت تستلهم منهم تارة، وتلهمهم تارة أخرى.,"This film is about political songs in Lebanon, written by leftist musicians who directed their musical instruments against the Israeli occupation. The origins of this music genre are also explored. The film profiles Lebanese political music’s most legendary musicians, such as Marcel Khalife, as well as others whose songs provided a source of strength for Palestinians and fighters on the fronts against Israel. Music was a source of inspiration for the fighters, who in turn inspired these political tunes. ",
AJD Catalogue,على يمين النوتة,To the Right of the Note ,Long Series,الأغنية السياسية,18,0.5,00.29.42,لبنان ,العربية ,الفيلم يروي حكاية الأغنية اليمينية التي نمت على ضفاف الحرب الأهلية في لبنان، وكيف واكب هذا النمط من الأغنية القوات اللبنانية تحديدا في مراحل متداخلة ومتشابكة من القتال العنيف ضد خصوم هذا التيار إلى أن انتهت الحرب الأهلية، ومراجعات رواد الأغنية اليمينية لتلك المرحلة بما انطوت عليه من تحريض على القتال.,"To the Right of the Note documents right-wing music that developed during the civil war in Lebanon. It examines how this genre was related to by Lebanese forces, specifically during times of violence and until the end of the civil war. It also profiles the icons of Lebanese right-wing music, some of whom wrote inflammatory lyrics.",
AJD Catalogue,لحن الحرية,The Freedom Tune ,Long Series,الأغنية السياسية,18,0.5,00.30.17,المغرب,العربية ,"في هذا الفيلم نتابع مسيرة الفنان المغربي سعيد المغربي، والمراحل المختلفة من تلك المسيرة والمفاصل التي مرت بها تجربته الغنائية التي استمرت أكثر من خمسة وثلاثين عاما. لحن الحرية يروي الآلية الفنية التي تصدى بها سعيد المغربي, مقاوما حالات الظلم والقهر، وكيف سجل بأغنيته مواقف سياسية متمردة على النظام السياسي حينها، والثمن الذي دفعه نتيجة مواقفه تلك عندما اضطر للعيش في المنفى.","This film follows the life of Moroccan performer Said Al Maghribi and the various phases of his singing career, which spanned more than 35 years. “The Freedom Tune” represents the artistic resistance for which Said Al Maghribi was known. The film demonstrates the way in which Al Maghribi resisted oppression and how he used music to express his political views, which were contrary to the dominant political ideology at the time. It also depicts his life in exile as a price he paid for his politically controversial views.",
AJD Catalogue,الغناء من أجل البقاء,Singing for Survival ,Long Series,الأغنية السياسية,18,0.5,00.29.51,المغرب,العربية ,"نتابع في هذا الفيلم قصة وتاريخ نشأة فرقة ""ثيدرين"" التي انطلقت عام 1973 وكيف كانت تلك الانطلاقة، والظروف التي بلورت تجربة أعضائها وصهرتهم في طريق فني مشترك كانت غايته الدفاع عن الهوية الأمازيغية من خلال الفن، خاصة في مجابهة الاحتلال الإسباني.","This film is about the band Thedrin, formed in 1973.  It tells the story of how the band was created and the circumstances that shaped the experiences of its members that carried them onto their artistic journey. The band’s art is dedicated to defending the Amazigh identity, particularly in the face of the Spanish occupation. ",
AJD Catalogue,إزنزارن.. مغامرو سوس,Izanzaren: Sous Adventurers ,Long Series,الأغنية السياسية,18,0.5,00.30.14,المغرب,العربية ,"يتناول الفيلم حكاية مجموعة غنائية أمازيغية، اعتمدت على الكلمة الموزونة المثقلة بالمعاني، وأسباب هذا الخيار والآفاق التي وصلت إليها عبره, بعد اختيارها القصائد المغناة التي احتضنت هموم الناس العادية وواكبت متطلباتها في الحياة وتطلعاتها. ",This film follows the story of an Amazigh musical band and explores the reasons behind the band’s choice of music genre and the ordinary fans that were touched by the band’s lyrics expressing the distresses of the Amazigh people. ,
AJD Catalogue,أصالة أم تقليد,Authenticity or Tradition,Long Series,الأغنية السياسية,18,0.5,00.30.24,فلسطين ,العربية ,يثير الفيلم سؤالا جوهريا بشأن وجود خصائص تميز الأغنية السياسية في فلسطين منذ احتلالها عام 1948 وحتى اليوم أم لا، إذ يعتبر البعض أن الأغنية السياسية الفلسطينية أصيلة ونابعة من التراث في حين يرى البعض الآخر أنها تأثرت بما حولها لاسيما في سوريا ولبنان، وأخذت منه وطورته.,"This film raises the fundamental question about the existence of characteristics that distinguish political music in Palestine since it was occupied in 1948 until today. Some regard the Palestinian political tune as authentic and stemming from Palestinian heritage, whereas others believe that it was shaped by its surroundings, especially Syria and Lebanon, from where it was derived and took a form of its own. ",
AJD Catalogue,على حد المواجهة,Confrontation,Long Series,الأغنية السياسية,18,0.5,00.30.18,فلسطين ,العربية ,يحكي الفيلم كيف واكبت الأغنية السياسية المقاومة الفلسطينية ضد الاحتلال الإسرائيلي منذ الانتفاضة الأولى عام 1987 وحتى اتفاق أوسلو للسلام عام 1993، وكيف تأثر الموسيقيون والمغنون والفرق الفنية في غزة والضفة الغربية بمرجعياتهم السياسية والفكرية في التعبير عن مناهضتهم للاحتلال ودعم صمود المقاومة. ,"This film recounts how music was shaped by the Palestinian political resistance against the Israeli occupation since the first Intifada in 1987 and through to the Oslo peace agreements in 1993. It also offers an account of how musicians, singers, and bands in the West Bank and Gaza were affected by the evolution of their own political thinking, evident in the way in which they expressed their struggle against occupation and their steadfast support for the resistance. ",
AJD Catalogue,في مواجهة التذويب,In the Face of Homogenization,Long Series,الأغنية السياسية,18,0.5,00.30.37,فلسطين ,العربية ,يتناول الفيلم مساهمة الموسيقيين الفلسطينيين داخل المناطق المحتلة عام 1948 في مسيرة النضال من أجل الحفاظ على الهوية الوطنية الفلسطينية في مواجهة التهويد والتذويب الإسرائيلي، لاسيما وأنهم يعيشون واقعا يختلف عن الضفة الغربية وقطاع غزة، ويحتم عليهم الاندماج في نمط الحياة اليومية التي تفرضه إسرائيل.,"This film follows the perseverance of Palestinian musicians in the occupied areas in 1948 who struggled for the protection of the Palestinian national identity in the face of the Israeli takeover, with emphasis on the fact that Israelis lived in a reality different than that of the West Bank and the Gaza Strip, and refused to integrate into that daily life routine",
AJD Catalogue,أغاني الانتفاضتين,Songs of the Two Intifadas,Long Series,الأغنية السياسية,18,0.5,00.30.21,فلسطين ,العربية ,يتناول الفيلم الأغنية السياسية الفلسطينية منذ الانتفاضة الأولى وصولا إلى الانتفاضة الثانية التي عرفت باسم انتفاضة الأقصى، وهي أغنية ارتبطت أكثر بمقاومة الحجر ومواجهة الصدر الفلسطيني العاري لآلة الحرب الإسرائيلية. ,"This film surveys Palestinian political songs since the first intifada until the second intifada, the latter of which became known as the Al Aqsa Intifada. This music genre was particularly tied to resistance through the stone-throwing Palestinians, naked in the face of the Israeli war machine. ",
AJD Catalogue,بيانات على تذكرة مسجون,The Content of a Prisoner’s Jail Tag,Long Series,الأغنية السياسية,18,0.5,00.29.23,مصر,العربية ,يتناول الفيلم فترة ما بعد حرب 1967 في مصر، وأسلوب الغناء الذي انتشر ما بين المثقفين في معارضة النظام السياسي وتحدي السلطة بدلا من الطنطنة لها في الفترة التي سبقت الحرب. وكان من أبرز هؤلاء المثقفين الثنائي أحمد فؤاد نجم والشيخ إمام، والثنائي سمير عبد الباقي وعدلي فخري الذين انتشرت أغانيهم في البلاد العربية عن طريق أشرطة الكاسيت السرية التي تناقلها الناس خلسة وبعيدا عن أعين السلطات، وتسببت في تعرضهم للقمع والاعتقال.,"The story takes place during the period after the 1967 war in Egypt and depicts the music that was increasingly being listened to by intellectuals who were opponents of the political system and who challenged the authorities.  This views expressed in this music were very much contrary to the rhetoric that was rampant in the period preceding the war. Some of the most popular of these intellectuals were Ahmed Fouad Negm and Sheikh Imam, Sameer Abd El Baki and Adel Fakhri – all of whose songs spread throughout the Arab world via cassette tapes. People secretly listened and recorded these songs, which often resulted in repressive measures being taken against them, including arrests. ",
AJD Catalogue,أنا المصري,I am the Egyptian,Long Series,الأغنية السياسية,18,0.5,00.26.26,مصر,العربية ,يتناول الفيلم إرهاصات الأغنية السياسية المصرية منذ مرحلة التصدي للاحتلال الانجليزي وحتى الفترة التي سبقت ثورة يوليو 1952. وقد ظهرت البدايات مع ازدهار الفنون الحديثة في الإسكندرية مع سلامة حجازي ومسرحه الغنائي. ومع ظهور سيد درويش انتقلت الأغنية السياسية إلى مرحلة أكثر رحابة وتحولت إلى صوت صادح للشعب المصري في ثورة 1919. بعد وفاة سيد درويش استلم الراية محمد عبد الوهاب الذي لعب دوراً هاماً حتى قامت ثورة يوليو. ,"This film brings to the foreground the harbingers of political music in Egypt from the time of the confrontation of the British occupation until the period preceding the July 1952 revolution. Modern art began to emerge in Alexandria with the work of Salama Higazi and his musical theatre. Sayed Darwish’s emergence on the scene transformed political songs to a stage of openness and they became an important voice for the Egyptian people during the 1919 revolution. Following the death of Sayed Darwish, Mohammed Abdelwahab took over; he played a critical role in political music until the start of the July revolution.",
AJD Catalogue,الشوارع حواديت,The Streets are Stories,Long Series,الأغنية السياسية,18,0.5,00.27.47,مصر,العربية ,"يحكي الفيلم حكاية فرقة ""اسكندريلا"" التي انطلقت من مدينة الإسكندرية المصرية من أجل الغناء للوطن بعيدا عن الأغنية الرسمية التي تكيل المديح للنظام. وقد جلب عليها أسلوبها هذا حصارا أمنيا حاولت بالرغم منه الاستمرار بالغناء. ","The film tells the story of the band “Iskindirella” which formed in the Egyptian city of Alexandria to sing songs for the nation rather than for the state apparatus of the country. Despite some attempts to put an end to this music for reasons of security, the band continued to sing.",
AJD Catalogue,الوطن والحلم (الرحبانية ),Dreamed Homeland,Long Series,الأغنية السياسية,18,0.5,00.29.45,لبنان ,العربية ,تقدم الحلقة تعريف بكل من فيروز والأخوين رحباني وتلقي الضوء على أهم الأعمال الوطنية التي عملوا عليها فيما يخص سوريا ولبنان وفلسطين لينتهي الفيلم بموت عاصي عام 1986,,
