topic,count
the testimonies of their makers and the experiences of their audience,1
by portraying them in a nostalgic template that works to restore the artistic activity with these halls at the time,1
the film presents the story of selim al,1
ashi,1
"a legendary man who was called the prophet of the twentieth century and had followers who were called dahesh and they were called dahshis.

dr. dahesh",1
who came as a child to lebanon from the city of haifa and grew up in an orphanage in beirut,1
was not a magician,1
but a superhero. no ignorant person followed him,1
amman,1
which represents the dream of his artistic heir,1
"and disappeared into muslim homes and 
mosques. and this is their story..",1
and the story of the “operetta” project,1
illegal betting is still more attractive to people there.,1
the musician abd al,1
rahman al,1
basha will be the focus of the episode,1
along with musicians and artists who lived with his father and worked with him,1
so that we walk along two parallel lines between the life of the father and his works.we will make the viewer discover the secret of the son's tendency towards international western music,1
while the father was one of the pioneers of eastern and arabic music in particular,1
an italian photographer,1
born in 1946,1
went to lebanon in 1969,1
joined the democratic front (dflp) as a fighter until 1982.,1
“fun” of mohamed hassan embarks on a journey of research and documentation to prepare public landmarks for an artistic show that reformulates mohamed hassan  career musically.  he made a trip to collect some of the elements of his original band and to meet with a group of his friends,1
in addition to historians and journalists,1
"to document the personal aspect.

in his epic presentation",1
inspired by the career of muhammad hassan,1
"our guide seeks to highlight his artistic peculiarities as a musical documenter of libyan folklore that has been transmitted orally for centuries.

we look into the artistic and musical characteristics of his singing style and discover unknown human aspects of the artist's life.

the film is a cinematic journey into the memory of “libyan folklore” from the front of its most famous artist",1
mohamed hassan,1
but all his followers from the great intellectuals,1
and politicians,1
and his personality was not influential on the social level alone,1
but extended to the political community from the top of the pyramid through a person the president of the republic at the time,1
they barely escaped the deadly 2002 gujarat anti,1
"muslim
pogroms. as years go by",1
deadly communal tensions resurface all over the country.,1
marseille. amine of algerian parents,1
has become the hope of families. dreaming of becoming a politician,1
"he acts against the violence linked to drug trafficking.
amine kessaci",1
19 years old,1
is the main character of the film. he was born in the northern neighborhoods of marseille to algerian parents. his older brother was killed in the context of drug trafficking. since then,1
"with his association ""conscience""",1
he has been involved in all the fights and embodies the hope of the families,1
"victims of a violence that consumes marseille.
since the beginning of the year",1
more than 17 young people have been killed. what can and will amine do,1
he who already dreams of a political destiny?,1
this film travels back to the 1940s,1
to the atrocities of world war ii. from the basement of a french mosque in which hundreds of frightened family disappear,1
to an egyptian doctor's clinic in germany where terrified patients disappear,1
"to a farm in tunisia where fleeing citizens disappear.
those fearful pursuers are jews and those who opened the doors to them are muslims.
did muslims help jews during world war ii?
answer: yes

hundreds of jews obtained certificates of islam in order to safely cross nazi lands",1
but 20 years ago,1
"india. sofia and suzain are two teenage sisters brought up by their father and their grandmother in an outlying locality of
ahmedabad. they were too young to remember",1
gujarat,1
facing the last print of the newspaper,1
bechara el khoury,1
"who stripped dahesh of his lebanese citizenship and exiled him for influencing his wife’s sister after her conversion to the dahesh sect.

dahesh’s story about being a superhero is part of the film and the other part deals with his challenge to the president of the republic through a large number of articles and books he wrote in inciting the lebanese public opinion against him and his contribution to the overthrow of the president from power",1
his return from exile and the restoration of nationality,1
while printed press is dead,1
and journalism is changing,1
we live close to the journalists of the lebanese leading newspaper,1
on its last days. torn between tears and laughs,1
they surround their boss with a fatherly love,1
jamal loses the theatre prop. he starts a nightly journey through the streets of beirut and is confronted with a city in radical transition. the successive crises and protests leave deep scars.,1
though,1
this man ended their employment few days ago. their eyes reflect questions about the uncertain future.,1
jamal hindawi (50),1
palestinian,1
lives with his family in the shatila refugee camp in beirut,1
where he makes political theatre. together with a group of friends,1
he is currently working on a play that tells the story of an old jacket that symbolizes the palestinian identity. but the evening before the premiere of the play,1
analyzing these social encounters to interpret the phenomenon,1
the palestinian baraem band started with western singing in 1966,1
to transform after the 1967 war into an arab revolutionary rock band,1
reopened the newspaper al,1
and continued to fight france,1
and educate the people and urge them to independence,1
and he also linked with arab and islamic delegations to internationalize the cause of algeria,1
collect financial and in,1
kind aid,1
and supported the november revolution and he called for joining it and participated in the founding of the national liberation front and tried to resolve the dispute between the parties without anyone's support until he was marginalized and returned to his homeland to begin opposition to the socialist choice and the new government until his death under house arrest .,1
this documentary explores the lives of individuals of arab descent who settled and lived in cuba,1
seamlessly integrating into cuban society and leaving a significant impact. it delves into their experiences,1
showcasing their cultural assimilation and the reciprocal influence between them and cuban society. through personal narratives and historical context,1
the film highlights the unique journey of arab,1
cuban individuals,1
shedding light on their contributions and the cultural exchange that occurred.,1
the film traces the attribution of badia masabni to the egyptian entertainment art from the beginning to the middle of the twentieth century,1
as she founded her music hall,1
casino badia,1
which had been considered by many,1
the most leading art academy,1
busayer,1
took an interest in the educational system,1
due to their influence on the surrounding political situations. al,1
opened schools and institutes,1
and book a teaching chair at the prophet's mosque with the beginning of the great arab revolution,1
he moves to damascus to teach at the al,1
sultaniyah madrasa and the umayyad mosque and meets with the great scientists and with the entry of the french troops into it,1
he returns to his homeland and complies with the covenant he made with ibn badis to start the reform process from his hometown and the construction of mosques,1
associations and social bodies,1
and then to practice the journalistic pen,1
which had resulted in raising people's awareness until a century after colonization,1
so he started with ibn badis by founding the association of scientists,1
and countering the enemies of sufi ways,1
french colonization and taking over the western region until he began to reform in tlemcen,1
and solving outstanding social issues and combating the control of jews over trade and the establishment of the dar hadith which was the most prominent school in the algerian west he continued with conferences,1
written activity,1
and confrontation with france until he was exiled to the avlo desert and presided over by the association as a successor to ibin badis,1
after his release,1
he increased his activity and was accused of inciting the revolution of may 1945,1
so he was arrested and tortured in a military prison,1
so he returned with greater determination,1
"through which a large number of stars in the artistic scene in egypt at that time had been graduated. badia masabni showed a unique case in managing an artistic establishment that placed her among the art makers in egypt’s history.

badia presented in her music hall several artistic performances: monologues",1
sketches and songs and paved the way for the great writers,1
singers and actors to be superstars,1
e.g.,1
the unusual way of life in a somali town,1
where the sea is the only source of food and a means of transportation,1
"explores the struggles and victories the community faces as they go about their everyday lives.
we are going to discover this particular community's culture and traditions through interviews with the inhabitants. we shall discover more about their past",1
morals,1
"and goals for the future. 
the natural splendor of garduush and the nearby seas will be highlighted in the documentary. we will see the gorgeous scenery",1
the varied marine life and the mesmerizing sunsets.,1
the documentary follows the digital arabic content production scene on social media in lebanon following the stories of three established influencers.,1
from being the glorified historical founder of the arab socialist ba’ath party to being sentenced to death by the same party,1
micheal aflaq was truly a controversial figure in the history of the orient: there were divergent positions about him in the ba’ath itself between the two wings of the party in syria and iraq. his role in the history of the united arab republic has always attracted fierce debates. some believe he led a progressive experiment that produced regimes able to fight wars and deliver local development achievements,1
within the constraints of the region,1
while others saw his legacy as an enabler to a power machine that was used for sectarian purposes against the majorities in both syria and iraq.,1
"the ""joke"" was not a sub",1
scene in the life of the satirical writer mahmoud al,1
saadani,1
but rather a prominent title around which his biography revolved. and just as “the joke” was presented by a great writer who became a pioneer of satirical writing in the arab world,1
saadani led himself to perdition and turned some chapters of his life into a tragedy during which he spent many years either imprisoned or exiled and witnessed events more ridiculous than his stories that readers knew about him..and the chapters of his life were in its entirety,1
it reflects and chronicles the transformations of half a century of politics.. his biography also deserves to be documented.,1
year old. the passage of time and the dying traditions of the bahktiari are illustrated with the help of this extraordinary academy award nominated film. the strong dramatic arc of our documentary leads to its climax and its inevitable ending most of golbahar’s tribe members have to face.,1
we see excerpts from a documentary shot in 1976 where she appeared as an eight,1
determination and emancipation in a male dominated society. when she dreams about her childhood and the traditions of her tribe,1
politics and economy in the eighties all over the arab world,1
