SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,مدن من السماء.. طنجة.. المغرب ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. جرش.. الأردن ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. جنين.. فلسطين ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. أكادير.. المغرب ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. عمان.. الأردن ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. بيت لحم.. فلسطين ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. بيروت.. لبنان ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. الدار البيضاء.. المغرب ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. غزة.. فلسطين ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. الرباط.. المغرب ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. الزرقاء.. الأردن ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue,مدن من السماء.. صور.. لبنان ,Cities from sky,Long Series,مدن من السماء,1,0.03,00:03:00,,العربية,,,
AJD Catalogue, رايدر.. موسيقى الغريب ,Cities from sky,One Off,/,1,0.5,00:28:00,,العربية,"""الموزع والمؤلف الموسيقي اليوناني """"أندريه رايدر""""، الذي خاض غمار موسيقى """"الربع تون"""" الشرقية –مع أنه غربي- وكان من أسيادها، لدرجة أن عمالقة الفن أمثال أم كلثوم محمد عبد الوهاب وكمال الطويل وغيرهم، كانوا يتسابقون إليه لتوزيع أغانيهم.

أصبح رايدر أحياناً يقود بعض الفرق في حفلات النجوم، وهو الوحيد الذي قاد فرقة أم كلثوم كمايسترو.

انتشرت موسيقاه في أوروبا وأمريكا اللاتينية، فحصد جوائز كثيرة، وصولاً إلى وسام الشرف في مصر وحصوله على الجنسية عام 1971.

على المستوى الآخر فإن رايدر يعتبر سيد الموسيقى التصويرية في عصره فألف موسيقى قرابة الستين فيلماً.

قصة رايدر بتفاصيلها شيقة تجعل من السرد الفلمي لها ممتعاً ورشيقاً.","""  The Greek arranger and composer Andre Rider who went through the eastern music of the """"Quartet Tune""""- although he was Western -  and was one of its leaders  to the extent that seniors of art such as Umm Kulthum, Muhammad Abdel Wahab, Kamal Al-Taweel and others were rushing towards him to arrange their songs. Rider sometimes led some bands in star parties, and he was the only one who led Umm Kulthum's band as a maestro.

His music became famous in Europe and Latin America, and he won many awards, leading to the Medal of Honor in Egypt and obtaining citizenship in 1971.



   However, Rider was well thought-out the master of soundtracks in his time. He composed music for nearly sixty films. Rider's story, with its stimulating details, makes the film's narration enjoyable and graceful.










   The Greek arranger and composer Andre Rider who went through the eastern music of the """"Quartet Tune""""- although he was Western -  and was one of its leaders  to the extent that seniors of art such as Umm Kulthum, Muhammad Abdel Wahab, Kamal Al-Taweel and others were rushing towards him to arrange their songs.


    Rider sometimes led some bands in star parties, and he was the only one who led Umm Kulthum's band as a maestro. His music became famous in Europe and Latin America, and he won many awards, leading to the Medal of Honor in Egypt and obtaining citizenship in 1971. However, Rider was well thought-out the master of soundtracks in his time. He composed music for nearly sixty films.


    Rider's story, with its stimulating details, makes the film's narration enjoyable and graceful.
",
AJD Catalogue,السبعينيات.. عقد التحولات السياسية ,The Seventies,series,السبعينيات,1,1,00:52:00,,العربية,"سبعينيات العرب ستكون حاضرة  بين يدي المشاهد ،وهي سلسلة من ثلاث حلقات وثائقية تستعيد أحداث السبعينات، السياسية، الفنية، والاجتماعية.
","    series of three documentary episodes that recalls the events of the Seventies, Politics, arts, and society: ten years that carried dreams of a nation and its defeats, the spring of a generation and falling, clothing in the colours of the rainbow then the black of mourning, the big dreams of socialism and the first fruits of liberalism, the era of liberation, regression, independence and civil",
AJD Catalogue,السبعينيات.. التلفزيون والغناء والرياضة ,The Seventies,series,السبعينيات,1,1,00:52:00,,العربية,,,
AJD Catalogue,السبعينيات..السينما والمسرح ,The Seventies,series,السبعينيات,1,1,00:52:00,,العربية,,,
AJD Catalogue, إيراسموس.. يوميات من غزة,Erasmus in Gaza is coming,One Off,/,1,1,00:52:00,,العربية,ريكاردو، طالب إيطالي يختار وجهة فريدة لدراسة الطب، غزة. لكن بمجرد وصوله إلى هناك، تندلع حرب إسرائيلية ضد القطاع وتصبح حياة الوافد الجديد على المحك,"Ricardo is an Italian student who chooses a unique destination to study medicine, Gaza. But as soon as he gets there, an Israeli war erupts against the Strip, and the newcomer's life becomes at stake",
AJD Catalogue, من هنا بدأت الحكاية, Where It All Began,One Off,/,1,1,00:52:00,,العربية,"وراء كل صورة حكاية.. ليس مجرد شعار وإنما منهج انتهجته الجزيرة الوثائقية عملت به وحافظت عليه طوال 15 سنة.
الفيلم يحكي قصة إنشاء قناة الجزيرة الوثائقية وانطلاقها في 2007 مرورا بأهم المحطات التي مرت بها القناة لتصبح اليوم من الأرقام الثابتة على الخريطة الدولية تتنافس مع كبريات المحطات التليفزيونية حول العالم لتقديم أعمال تحمل هموم وقضايا المواطن العربي تحتفي برموزه وتسلط الضوء على قضاياه وهمومه وذلك بجودة عالية ومضمون متميز وفي إطار تشويقي يراعي التطور الفني والزمني كما يسلط الفيلم الضوء على أهم الاستراتيجيات التي انتهجتها القناة طوال هذه السنوات لتحقيق هذه الأهداف من خلال استضافة مجموعة متنوعة العاملين و المنتجين من  مختلفي الخلفيات والجنسيات ممن شاركوا القناة هذه الرحلة الطويلة.",,
AJD Catalogue,  عبدالقادر علولة.. قوال المهمشين,,One Off,/,1,0.5,00:28:00,,العربية,"الراحل عبد القادر علولة من أعمدة المسرح الجزائري الذين دافعوا بشراسة في أعمالهم المسرحية عن الطبقة المستضعفة في بلاده بجرأة وسخرية واستطاع من خلالها أن يعيد الجمهور للمسرح، وكان ذلك سبباً في اغتياله بداية سنوات التسعينيات. تفرّد علولة في أعماله المسرحية بتوظيف ""القوال"" أو ""الحكواتي"" كرّس من خلاله مسرحاً جزائرياً خالصاً وهادفاً يراعي طبيعة المتلقي ويستجيب لحاجاته الاجتماعية وميولاته الثقافية، كان زاده في ذلك اطلاعه الواسع على مشكلات بلاده التي حوّلها إلى أعمال مسرحية قوية.",,
AJD Catalogue, القرآن بأصواتهن,The Qur'an in their Voices,One Off,/,1,1,00:52:00,,العربية,"فيلم وثائقي يبحث في تاريخ قارئات القرآن في مصر خلال النصف الأول من القرن العشرين، الفيلم يسطر رحلة بحث عن أبرز قارئات القرآن الكريم ممن حظين بشهرة كبيرة، وصارت بعضهم قارئات في الإذاعة المصرية في أول سنوات تأسيسها.
","A documentary film that examines the history of women readers of the Qur’an in Egypt during the first half of the twentieth century, and sheds light on the state of women’s recitation in that historical era, through a search journey for the most prominent women readers of the Holy Qur’an, who were very famous, and some of them became readers in Egyptian Radio in the first years of its establishment.",
AJD Catalogue, مارادونا ونابولي .. المتمرد الذي نحب,,One Off,/,1,1,00:52:00,,العربية,"مارادونا أرجنتيني وليس إيطاليا وعلاقته كلاعب بفريق الكرة لمدينة نابولي دامت فقط 6 سنوات وانتهت فعليا عام 1991، إلا أن الأمر ليس كذلك: فهو لايزال متواجدا في كل مكان، صوره معلقة في كل شبر من شوارع المدينة وبأحجام عملاقة يراها الجميع من أبعد مكان، ليست فقط في الشوارع، بل في داخل كل بيت ومقهى ومتجر. روحه الثورية والمقاتلة لا تزال حاضرة في قلوب وعقول الناس، لدرجة أنه تم تحريم استخدام قميص يحمل الرقم 10 في الفريق، لالتصاق الرقم به دون غيره.
ما سر هذا العشق وما هي أسبابه؟ هل أبعاده رياضية فقط أم أن لها جذورا اجتماعية وسياسية؟ وهل هناك حالات مشابهة لتلك العلاقة، أم أنها فريدة من نوعها؟
","Maradona is an Argentine, not an Italian, and his relationship as a player with the football team for the city of Naples lasted only 6 years and actually ended in 1991, but this is not the case: he is still present everywhere, he is pictured on the walls of the city streets and in giant sizes that everyone sees from far away, not only on the streets, in every home, café and shop.

His revolutionary and fighting spirit is still present in the hearts and minds of people, to the extent that the use of a shirt bearing the number 10 in the team has been forbidden, because the number sticks to him only.

What is the secret of this love and what are its causes?

Are its dimensions only sportive, or do they have social and political roots?

Are there cases similar to that relationship, or is it unique?",
AJD Catalogue, النجاشي.. أصحمة بن أبجر,king Armah,One Off,/,1,1,00:52:00,,العربية,"في هذا الفيلم نتناول سيرة """"الملك أرماح - النجاشي""""، نوثق فيها لحياته بالاستناد على المصادر الإسلامية والمصادر التاريخية القديمة، لنسلط الضوء على سيرته بشكل متكامل، مستعرضين معه صفحات لا يعرفها المشاهد العربي من تاريخ """"الحبشة"""" في ذلك الوقت ومملكة أكسوم التاريخية، التي اختلط تاريخها العريض، بحروب ورمال ودماء.""",,
